RECORD_ID,TIMESTAMP,SUBSCRIBER_ID,USERNAME,MSISDN,IMSI,SOURCE_PRIVATE_IP,SOURCE_PRIVATE_PORT,SOURCE_PUBLIC_IP,SOURCE_PUBLIC_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PROVIDER_NAME,ACCESS_TYPE
IPD-SUB-983222,2026-05-25T08:53:46.451178,SUB-000066,savannaholiver,+919730116907,N/A (BROADBAND),192.168.1.22,62073,122.160.233.152,43221,142.250.190.46,443,TCP,67620137,791669393,Hathway,BROADBAND
IPD-SUB-152336,2026-05-25T08:51:47.451178,SUB-000026,danielfarmer,+919980189677,405840707354890,100.112.42.33,63160,187.68.131.205,23720,157.240.16.53,443,TCP,10916599,58682406,Jio,CELLULAR
IPD-SUB-984040,2026-05-25T08:53:27.451178,SUB-000030,karen27,+916583026456,N/A (BROADBAND),192.168.1.91,60259,115.110.34.113,1370,157.240.13.35,443,TCP,299318302,1792278460,Hathway,BROADBAND
IPD-SUB-494226,2026-05-25T08:56:39.451178,SUB-000056,saraharroyo,+918829871099,N/A (BROADBAND),192.168.1.68,64566,103.142.21.17,35439,31.13.88.49,443,TCP,24955536,117386882,Tata Play Fiber,BROADBAND
IPD-SUB-900526,2026-05-25T08:54:02.451178,SUB-000095,latashadyer,+917499589805,N/A (BROADBAND),192.168.1.101,49768,49.205.130.237,34132,23.212.248.51,443,TCP,110295976,1954366655,ACT Fibernet,BROADBAND
IPD-SUB-110131,2026-05-25T08:57:42.451178,SUB-000044,williamsgregory,+918839090468,N/A (BROADBAND),192.168.1.44,55301,122.160.95.166,43490,142.250.190.46,443,TCP,4432293,67751685,Hathway,BROADBAND
IPD-SUB-795144,2026-05-25T08:51:09.451178,SUB-000040,maddenjason,+917415761105,405455549473246,100.119.51.75,52595,106.196.207.209,17539,172.217.16.142,443,TCP,7768789,193294845,Airtel,CELLULAR
IPD-SUB-150692,2026-05-25T08:57:53.451178,SUB-000086,gregory57,+919326630684,405188212929855,100.119.227.186,54408,27.58.80.187,10534,103.14.161.45,443,TCP,57244396,82863379,Vodafone Idea,CELLULAR
IPD-SUB-217091,2026-05-25T08:53:28.451178,SUB-000090,swalls,+918785362517,N/A (BROADBAND),192.168.1.235,63015,103.241.3.13,12734,157.240.23.174,443,TCP,80077469,353651437,ACT Fibernet,BROADBAND
IPD-SUB-866591,2026-05-25T08:46:52.451178,SUB-000093,maryharper,+918502435585,N/A (BROADBAND),192.168.1.140,49850,122.160.7.224,19299,8.8.8.8,53,UDP,167277179,1255103269,Hathway,BROADBAND
IPD-SUB-199345,2026-05-25T09:00:15.451178,SUB-000064,josephsandoval,+918630884248,N/A (BROADBAND),192.168.1.40,59300,49.205.162.70,48141,172.217.16.142,443,TCP,16882991,287892723,ACT Fibernet,BROADBAND
IPD-SUB-409356,2026-05-25T08:55:37.451178,SUB-000068,cruzjanice,+916904522290,405458210130311,100.119.8.248,55404,223.179.165.246,3333,157.240.16.53,443,TCP,18193828,109393378,Airtel,CELLULAR
IPD-SUB-526947,2026-05-25T09:10:41.451178,SUB-000002,jadams,+919952590684,N/A (BROADBAND),192.168.1.196,59663,115.110.207.109,9021,142.250.190.46,443,TCP,48473404,1217133114,Hathway,BROADBAND
IPD-SUB-448471,2026-05-25T09:03:35.451178,SUB-000094,melissarogers,+916137784956,N/A (BROADBAND),192.168.1.128,49361,49.207.178.254,44777,172.217.16.142,443,TCP,129718040,1863866379,ACT Fibernet,BROADBAND
IPD-SUB-420845,2026-05-25T09:02:15.451178,SUB-000013,christopher07,+919142197428,N/A (BROADBAND),192.168.1.213,49770,122.160.96.10,26205,157.240.23.174,443,TCP,4031168,24487220,Hathway,BROADBAND
IPD-SUB-549691,2026-05-25T09:07:33.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,62847,150.129.182.70,16296,142.250.190.46,443,TCP,105535521,1816192879,Vodafone Idea,CELLULAR
IPD-SUB-207745,2026-05-25T09:10:43.451178,SUB-000035,jamescastro,+919108697759,405459225169901,100.91.217.217,65011,106.194.36.6,45618,23.212.248.60,443,TCP,1175945,14929993,Airtel,CELLULAR
IPD-SUB-741396,2026-05-25T09:06:21.451178,SUB-000056,saraharroyo,+918829871099,N/A (BROADBAND),192.168.1.24,55558,103.85.204.90,23222,172.217.16.142,443,TCP,1891328,41424283,Tata Play Fiber,BROADBAND
IPD-SUB-897826,2026-05-25T09:15:09.451178,SUB-000096,fitzpatrickmichael,+916214147419,N/A (BROADBAND),192.168.1.107,53861,103.241.3.200,26256,157.240.23.174,443,TCP,121543903,719231494,ACT Fibernet,BROADBAND
IPD-SUB-959590,2026-05-25T09:11:10.451178,SUB-000082,ehamilton,+919300847500,405450088374063,100.97.145.50,53779,223.177.132.47,12148,31.13.88.49,443,TCP,4884637,23459332,Airtel,CELLULAR
IPD-SUB-451695,2026-05-25T09:03:45.451178,SUB-000022,charles55,+919819755736,405451946439526,100.124.168.224,64407,106.192.248.105,4796,142.250.190.46,443,TCP,41558151,1320461548,Airtel,CELLULAR
IPD-SUB-153511,2026-05-25T09:13:01.451178,SUB-000034,collinschristopher,+918599944473,N/A (BROADBAND),192.168.1.70,58224,103.85.207.139,29532,103.14.161.45,443,TCP,78935380,80265585,Tata Play Fiber,BROADBAND
IPD-SUB-962061,2026-05-25T09:09:22.451178,SUB-000076,brenda36,+919977738198,N/A (BROADBAND),192.168.1.6,50203,49.206.17.221,26505,8.8.8.8,53,UDP,220431176,1553368829,ACT Fibernet,BROADBAND
IPD-SUB-329998,2026-05-25T09:31:14.451178,SUB-000067,brandon70,+917561403846,405072084321586,100.91.91.108,50585,210.212.155.48,31549,23.212.248.60,443,TCP,6835842,167373482,BSNL,CELLULAR
IPD-SUB-264051,2026-05-25T09:30:41.451178,SUB-000083,jason31,+918550653630,N/A (BROADBAND),192.168.1.129,56877,103.241.0.63,7607,23.212.248.51,443,TCP,1287602,40030777,ACT Fibernet,BROADBAND
IPD-SUB-119139,2026-05-25T09:27:55.451178,SUB-000009,montoyamichelle,+916728175810,N/A (BROADBAND),192.168.1.70,50209,49.204.112.65,39117,142.250.190.46,443,TCP,1347203,19368719,ACT Fibernet,BROADBAND
IPD-SUB-558920,2026-05-25T09:29:26.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,57783,89.4.104.29,5076,157.240.23.174,443,TCP,103929001,501518633,Jio,CELLULAR
IPD-SUB-586607,2026-05-25T09:26:21.451178,SUB-000040,maddenjason,+917415761105,405455549473246,100.119.51.75,53003,106.199.151.216,39519,172.217.16.142,443,TCP,7197349,116285572,Airtel,CELLULAR
IPD-SUB-883406,2026-05-25T09:25:01.451178,SUB-000042,howardjeremy,+917276592488,N/A (BROADBAND),192.168.1.244,56933,103.241.1.6,44233,103.14.161.45,443,TCP,13112272,11509288,ACT Fibernet,BROADBAND
IPD-SUB-909633,2026-05-25T09:43:00.451178,SUB-000024,shawn08,+919936351080,N/A (BROADBAND),192.168.1.181,55106,122.160.18.30,12966,31.13.88.49,443,TCP,258508178,1413594654,Hathway,BROADBAND
IPD-SUB-723799,2026-05-25T09:40:58.451178,SUB-000020,barkerkyle,+917914396936,405840527638505,100.105.128.111,55793,57.6.18.199,45184,23.212.248.51,443,TCP,4432140,60644020,Jio,CELLULAR
IPD-SUB-143213,2026-05-25T09:43:08.451178,SUB-000021,cainjacob,+916979618151,N/A (BROADBAND),192.168.1.120,52106,103.241.2.30,9969,157.240.16.53,443,TCP,17244704,117192388,ACT Fibernet,BROADBAND
IPD-SUB-982535,2026-05-25T09:43:34.451178,SUB-000007,crystalbaker,+919278515314,N/A (BROADBAND),192.168.1.148,55353,103.142.21.138,2313,157.240.13.35,443,TCP,27858378,161315180,Tata Play Fiber,BROADBAND
IPD-SUB-890291,2026-05-25T09:43:04.451178,SUB-000082,ehamilton,+919300847500,405450088374063,100.97.145.50,61428,223.177.11.225,14560,8.8.8.8,53,UDP,2676559,19233787,Airtel,CELLULAR
IPD-SUB-879779,2026-05-25T09:37:33.451178,SUB-000017,baileysteven,+916364937963,405186741986270,100.103.76.177,57072,27.58.100.145,25286,157.240.23.174,443,TCP,49441480,418099604,Vodafone Idea,CELLULAR
IPD-SUB-591623,2026-05-25T09:40:06.451178,SUB-000078,katelyngreene,+916833418890,N/A (BROADBAND),192.168.1.91,62195,103.85.204.128,27091,157.240.13.35,443,TCP,31098952,134765234,Tata Play Fiber,BROADBAND
IPD-SUB-249986,2026-05-25T09:34:42.451178,SUB-000094,melissarogers,+916137784956,N/A (BROADBAND),192.168.1.10,59594,103.241.3.217,17828,31.13.88.49,443,TCP,123987105,1092816374,ACT Fibernet,BROADBAND
IPD-SUB-493674,2026-05-25T09:38:41.451178,SUB-000038,michelle88,+916656933137,N/A (BROADBAND),192.168.1.254,59906,122.160.26.143,44898,103.14.161.45,443,TCP,626562029,519766824,Hathway,BROADBAND
IPD-SUB-748917,2026-05-25T09:41:44.451178,SUB-000076,brenda36,+919977738198,N/A (BROADBAND),192.168.1.158,62901,103.241.1.225,36517,172.217.16.142,443,TCP,129401596,1632263382,ACT Fibernet,BROADBAND
IPD-SUB-168892,2026-05-25T09:32:09.451178,SUB-000039,ipham,+917551359328,N/A (BROADBAND),192.168.1.216,61852,103.241.2.234,2318,157.240.13.35,443,TCP,20801760,108482509,ACT Fibernet,BROADBAND
IPD-SUB-503176,2026-05-25T09:42:01.451178,SUB-000093,maryharper,+918502435585,N/A (BROADBAND),192.168.1.219,56410,115.110.101.164,40200,157.240.16.53,443,TCP,148551199,680373012,Hathway,BROADBAND
IPD-SUB-784064,2026-05-25T09:56:31.451178,SUB-000087,millerherbert,+919929356932,405840495948874,100.127.47.232,58187,149.122.166.40,43280,157.240.16.53,443,TCP,9849587,65729949,Jio,CELLULAR
IPD-SUB-888443,2026-05-25T09:58:31.451178,SUB-000085,lhale,+917356749250,405459096488600,100.104.67.32,60097,106.202.3.96,7502,31.13.88.49,443,TCP,25179549,127556805,Airtel,CELLULAR
IPD-SUB-175084,2026-05-25T09:59:27.451178,SUB-000093,maryharper,+918502435585,N/A (BROADBAND),192.168.1.66,52030,122.160.122.138,16383,157.240.16.53,443,TCP,45206193,259021197,Hathway,BROADBAND
IPD-SUB-521748,2026-05-25T09:47:23.451178,SUB-000047,fletcherstephen,+916734332742,N/A (BROADBAND),192.168.1.165,56797,122.160.65.247,11209,157.240.23.174,443,TCP,565186,2327056,Hathway,BROADBAND
IPD-SUB-654180,2026-05-25T10:01:20.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,58142,46.201.208.172,9248,23.212.248.51,443,TCP,4389542,129382048,Jio,CELLULAR
IPD-SUB-561781,2026-05-25T09:51:48.451178,SUB-000068,cruzjanice,+916904522290,405458210130311,100.119.8.248,56485,106.206.126.249,28092,172.217.16.142,443,TCP,2240819,59186189,Airtel,CELLULAR
IPD-SUB-432846,2026-05-25T10:00:39.451178,SUB-000064,josephsandoval,+918630884248,N/A (BROADBAND),192.168.1.231,56653,103.241.1.229,20655,31.13.88.49,443,TCP,227539222,1554726048,ACT Fibernet,BROADBAND
IPD-SUB-443998,2026-05-25T10:08:04.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,61922,106.198.139.59,19596,23.212.248.51,443,TCP,97978834,1433666594,Airtel,CELLULAR
IPD-SUB-135083,2026-05-25T10:10:59.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,54989,49.33.130.180,24475,142.250.190.46,443,TCP,36634352,430879286,Jio,CELLULAR
IPD-SUB-493257,2026-05-25T10:10:35.451178,SUB-000097,martineztyler,+919276513825,405840102762415,100.85.107.149,55348,49.46.131.90,5252,157.240.16.53,443,TCP,46893041,325133156,Jio,CELLULAR
IPD-SUB-155345,2026-05-25T10:03:46.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,50119,106.197.37.147,27694,172.217.16.142,443,TCP,98088697,1274209761,Airtel,CELLULAR
IPD-SUB-508732,2026-05-25T10:07:13.451178,SUB-000001,victoria30,+916424077695,405840096036001,100.122.132.225,61267,49.41.81.122,40963,172.217.16.142,443,TCP,221322,3109072,Jio,CELLULAR
IPD-SUB-698166,2026-05-25T10:06:21.451178,SUB-000013,christopher07,+919142197428,405188894312633,100.67.122.54,56482,150.129.91.200,40136,157.240.23.174,443,TCP,928137,7868080,Vodafone Idea,CELLULAR
IPD-SUB-957304,2026-05-25T10:07:22.451178,SUB-000022,charles55,+919819755736,405451946439526,100.124.168.224,55002,223.182.89.55,34041,172.217.16.142,443,TCP,37855071,761439535,Airtel,CELLULAR
IPD-SUB-802224,2026-05-25T10:26:34.451178,SUB-000082,ehamilton,+919300847500,405450088374063,100.97.145.50,50285,223.178.85.253,27105,172.217.16.142,443,TCP,285194,5116694,Airtel,CELLULAR
IPD-SUB-357903,2026-05-25T10:18:15.451178,SUB-000008,michaeljackson,+917820984601,405189034500367,100.115.222.52,50356,27.56.28.75,24036,142.250.190.46,443,TCP,58908335,1125345361,Vodafone Idea,CELLULAR
IPD-SUB-327013,2026-05-25T10:26:16.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,58698,49.36.34.215,15733,157.240.23.174,443,TCP,265324720,1214627992,Jio,CELLULAR
IPD-SUB-975314,2026-05-25T10:18:02.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,65523,223.176.9.155,24042,157.240.16.53,443,TCP,168530358,812364688,Airtel,CELLULAR
IPD-SUB-791537,2026-05-25T10:19:31.451178,SUB-000058,cynthia90,+917423586246,405451560516318,100.100.103.59,50168,106.194.235.148,43231,8.8.8.8,53,UDP,1277714,10425710,Airtel,CELLULAR
IPD-SUB-766119,2026-05-25T10:21:00.451178,SUB-000048,jarvisdean,+916010506738,405184288056513,100.77.82.198,49934,27.59.210.12,33938,142.250.190.46,443,TCP,49872509,1334225716,Vodafone Idea,CELLULAR
IPD-SUB-892701,2026-05-25T10:20:50.451178,SUB-000053,howardmichelle,+917590996624,405840601102642,100.123.84.197,49714,211.44.52.241,10196,172.217.16.142,443,TCP,1712335,25015408,Jio,CELLULAR
IPD-SUB-918205,2026-05-25T10:17:09.451178,SUB-000041,vhall,+918848792320,405452716129788,100.72.105.13,56325,223.177.141.38,10327,157.240.13.35,443,TCP,19389449,125035395,Airtel,CELLULAR
IPD-SUB-704720,2026-05-25T10:34:15.451178,SUB-000080,whitneygates,+917021214807,405840361386566,100.65.116.36,62446,49.32.77.215,8014,23.212.248.60,443,TCP,6680038,162269993,Jio,CELLULAR
IPD-SUB-535423,2026-05-25T10:38:44.451178,SUB-000054,jennifer51,+917089106615,405840896588765,100.86.162.106,53342,203.201.186.134,34494,142.250.190.46,443,TCP,69073051,1094082866,Jio,CELLULAR
IPD-SUB-881193,2026-05-25T10:41:27.451178,SUB-000090,swalls,+918785362517,405840139663768,100.85.15.111,51223,95.251.193.171,47242,103.14.161.45,443,TCP,1147728398,820125814,Jio,CELLULAR
IPD-SUB-879532,2026-05-25T10:40:00.451178,SUB-000077,cedwards,+919319939549,405454041887165,100.111.108.31,56544,106.199.216.218,19949,103.14.161.45,443,TCP,76484028,79993889,Airtel,CELLULAR
IPD-SUB-192302,2026-05-25T10:41:58.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,55009,136.143.187.21,7427,172.217.16.142,443,TCP,98807345,1166553591,Jio,CELLULAR
IPD-SUB-629083,2026-05-25T10:34:19.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,56244,223.179.119.90,45741,31.13.88.49,443,TCP,24093739,209997782,Airtel,CELLULAR
IPD-SUB-159247,2026-05-25T10:33:43.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,57873,106.195.146.67,22715,103.14.161.45,443,TCP,1008104025,1104157665,Airtel,CELLULAR
IPD-SUB-331687,2026-05-25T10:35:45.451178,SUB-000067,brandon70,+917561403846,405072084321586,100.91.91.108,56862,117.192.6.238,10997,157.240.23.174,443,TCP,17537753,132834820,BSNL,CELLULAR
IPD-SUB-179113,2026-05-25T10:40:57.451178,SUB-000040,maddenjason,+917415761105,405455549473246,100.119.51.75,61493,223.176.48.193,15821,157.240.23.174,443,TCP,28098243,126454369,Airtel,CELLULAR
IPD-SUB-728621,2026-05-25T10:35:12.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,52098,106.196.246.244,30049,157.240.23.174,443,TCP,114597275,955517384,Airtel,CELLULAR
IPD-SUB-875959,2026-05-25T10:36:58.451178,SUB-000070,luisjohnson,+918671543088,405840671794059,100.98.140.109,55699,133.140.201.253,33976,142.250.190.46,443,TCP,1167382,22538281,Jio,CELLULAR
IPD-SUB-851256,2026-05-25T10:51:04.451178,SUB-000068,cruzjanice,+916904522290,405458210130311,100.119.8.248,61017,223.180.72.49,26398,8.8.4.4,53,UDP,21831364,155649002,Airtel,CELLULAR
IPD-SUB-997576,2026-05-25T11:00:50.451178,SUB-000095,latashadyer,+917499589805,405840470025420,100.86.193.158,50689,164.229.54.14,1829,8.8.8.8,53,UDP,180675274,1023073138,Jio,CELLULAR
IPD-SUB-630420,2026-05-25T11:00:34.451178,SUB-000097,martineztyler,+919276513825,405840102762415,100.85.107.149,52796,49.43.118.188,22856,31.13.88.49,443,TCP,85883679,362203155,Jio,CELLULAR
IPD-SUB-352039,2026-05-25T10:58:39.451178,SUB-000066,savannaholiver,+919730116907,405451522659684,100.118.0.95,58615,106.201.15.79,7574,157.240.23.174,443,TCP,299150190,1778829492,Airtel,CELLULAR
IPD-SUB-256296,2026-05-25T10:49:55.451178,SUB-000080,whitneygates,+917021214807,405840361386566,100.65.116.36,50477,49.35.100.170,8936,157.240.13.35,443,TCP,15691237,95878407,Jio,CELLULAR
IPD-SUB-496554,2026-05-25T10:49:30.451178,SUB-000056,saraharroyo,+918829871099,405453887910944,100.76.75.191,63516,223.181.118.87,34535,31.13.88.49,443,TCP,8901191,62486723,Airtel,CELLULAR
IPD-SUB-264543,2026-05-25T10:48:55.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,65438,27.56.201.254,26372,157.240.13.35,443,TCP,105837571,713469167,Vodafone Idea,CELLULAR
IPD-SUB-841396,2026-05-25T10:46:36.451178,SUB-000096,fitzpatrickmichael,+916214147419,405840503753117,100.90.114.71,64168,177.165.199.64,45867,142.250.190.46,443,TCP,68551635,1468787422,Jio,CELLULAR
IPD-SUB-224575,2026-05-25T10:49:30.451178,SUB-000086,gregory57,+919326630684,405188212929855,100.119.227.186,53439,27.58.192.64,34550,142.250.190.46,443,TCP,3581912,55913654,Vodafone Idea,CELLULAR
IPD-SUB-921123,2026-05-25T10:59:32.451178,SUB-000032,ugonzalez,+916318903853,405840307262584,100.82.84.150,61729,26.174.207.173,1891,8.8.8.8,53,UDP,150848890,608215421,Jio,CELLULAR
IPD-SUB-186572,2026-05-25T10:56:10.451178,SUB-000022,charles55,+919819755736,405451946439526,100.124.168.224,54677,223.183.118.0,40698,172.217.16.142,443,TCP,107883022,1863665941,Airtel,CELLULAR
IPD-SUB-717447,2026-05-25T11:16:08.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,62432,106.194.249.179,8061,23.212.248.51,443,TCP,49456819,670204226,Airtel,CELLULAR
IPD-SUB-963906,2026-05-25T11:10:01.451178,SUB-000078,katelyngreene,+916833418890,405840565392826,100.90.64.150,55295,87.218.23.101,20762,8.8.4.4,53,UDP,35429219,161727688,Jio,CELLULAR
IPD-SUB-725297,2026-05-25T11:02:47.451178,SUB-000025,ddawson,+919055580641,405840833430840,100.96.93.58,52218,49.42.7.63,9020,103.14.161.45,443,TCP,61939236,42231817,Jio,CELLULAR
IPD-SUB-892439,2026-05-25T11:14:16.451178,SUB-000083,jason31,+918550653630,405459809705526,100.127.123.236,55740,223.182.117.236,2920,23.212.248.51,443,TCP,7652802,123611249,Airtel,CELLULAR
IPD-SUB-499124,2026-05-25T11:06:52.451178,SUB-000081,egilbert,+917007647892,405840511615817,100.92.209.8,61577,141.229.34.12,46393,172.217.16.142,443,TCP,92941800,1162075488,Jio,CELLULAR
IPD-SUB-415933,2026-05-25T11:05:50.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,61678,83.144.119.252,27975,31.13.88.49,443,TCP,32564869,233779744,Jio,CELLULAR
IPD-SUB-444333,2026-05-25T11:02:20.451178,SUB-000096,fitzpatrickmichael,+916214147419,405840503753117,100.90.114.71,58950,63.202.104.215,23980,8.8.8.8,53,UDP,103656022,643546560,Jio,CELLULAR
IPD-SUB-476203,2026-05-25T11:10:01.451178,SUB-000015,melissahaynes,+919204600776,405457573697035,100.73.229.53,49686,106.192.60.223,46399,142.250.190.46,443,TCP,57730851,970341339,Airtel,CELLULAR
IPD-SUB-450084,2026-05-25T11:16:06.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,61286,106.199.1.252,22336,172.217.16.142,443,TCP,62795885,1216218043,Airtel,CELLULAR
IPD-SUB-408869,2026-05-25T11:03:32.451178,SUB-000026,danielfarmer,+919980189677,405840707354890,100.112.42.33,51824,49.38.7.58,15920,142.250.190.46,443,TCP,3888043,117997200,Jio,CELLULAR
IPD-SUB-325569,2026-05-25T11:11:04.451178,SUB-000017,baileysteven,+916364937963,405186741986270,100.103.76.177,61296,27.57.63.66,34443,142.250.190.46,443,TCP,120780038,1892921658,Vodafone Idea,CELLULAR
IPD-SUB-162188,2026-05-25T11:14:54.451178,SUB-000007,crystalbaker,+919278515314,405453749736939,100.107.241.124,55069,223.179.129.100,17662,157.240.23.174,443,TCP,15978490,76383152,Airtel,CELLULAR
IPD-SUB-624133,2026-05-25T11:20:53.451178,SUB-000023,jamesdeanna,+918747563560,405454757586291,100.73.29.88,51072,106.204.135.193,23425,142.250.190.46,443,TCP,4485500,133377464,Airtel,CELLULAR
IPD-SUB-276887,2026-05-25T11:27:17.451178,SUB-000056,saraharroyo,+918829871099,405453887910944,100.76.75.191,52564,223.179.1.191,14826,172.217.16.142,443,TCP,849679,25274877,Airtel,CELLULAR
IPD-SUB-734994,2026-05-25T11:21:35.451178,SUB-000079,steinfrank,+918140232785,405185023088106,100.117.225.227,55245,27.58.123.59,46902,142.250.190.46,443,TCP,8718668,195150093,Vodafone Idea,CELLULAR
IPD-SUB-166190,2026-05-25T11:20:32.451178,SUB-000096,fitzpatrickmichael,+916214147419,405840503753117,100.90.114.71,58843,109.100.177.219,47319,23.212.248.60,443,TCP,32913930,409892893,Jio,CELLULAR
IPD-SUB-554869,2026-05-25T11:34:07.451178,SUB-000024,shawn08,+919936351080,405457116215737,100.88.147.213,61264,106.207.213.166,34859,103.14.161.45,443,TCP,567428877,572030879,Airtel,CELLULAR
IPD-SUB-295862,2026-05-25T11:40:52.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,53230,27.59.163.220,9259,31.13.88.49,443,TCP,304801513,1551687575,Vodafone Idea,CELLULAR
IPD-SUB-456056,2026-05-25T11:33:41.451178,SUB-000030,karen27,+916583026456,405459844250072,100.79.0.40,61416,106.198.185.140,40731,23.212.248.51,443,TCP,14479449,174685715,Airtel,CELLULAR
IPD-SUB-974634,2026-05-25T11:37:26.451178,SUB-000059,kristine26,+916678634340,405452148277948,100.67.89.104,53953,106.194.98.132,41207,8.8.8.8,53,UDP,46430028,195203932,Airtel,CELLULAR
IPD-SUB-901846,2026-05-25T11:41:51.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,54437,106.193.128.35,28638,31.13.88.49,443,TCP,261827159,1089628555,Airtel,CELLULAR
IPD-SUB-181232,2026-05-25T11:45:48.451178,SUB-000071,smiththomas,+919528192376,405840195779499,100.75.24.71,56345,11.51.63.5,27718,157.240.16.53,443,TCP,15161207,68720249,Jio,CELLULAR
IPD-SUB-772122,2026-05-25T11:45:48.451178,SUB-000064,josephsandoval,+918630884248,405840780465999,100.67.60.69,59227,107.149.109.50,39863,31.13.88.49,443,TCP,91355236,598248437,Jio,CELLULAR
IPD-SUB-312669,2026-05-25T11:42:27.451178,SUB-000008,michaeljackson,+917820984601,405189034500367,100.115.222.52,54722,27.58.4.7,48837,23.212.248.51,443,TCP,15442294,322400702,Vodafone Idea,CELLULAR
IPD-SUB-639973,2026-05-25T11:33:51.451178,SUB-000040,maddenjason,+917415761105,405455549473246,100.119.51.75,52392,223.183.94.158,16195,157.240.16.53,443,TCP,31374252,128850575,Airtel,CELLULAR
IPD-SUB-313506,2026-05-25T11:38:16.451178,SUB-000097,martineztyler,+919276513825,405840102762415,100.85.107.149,58158,49.40.157.112,26008,142.250.190.46,443,TCP,56303860,1685021718,Jio,CELLULAR
IPD-SUB-171347,2026-05-25T11:39:30.451178,SUB-000087,millerherbert,+919929356932,405840495948874,100.127.47.232,53334,193.254.116.207,18375,157.240.16.53,443,TCP,6491907,40191460,Jio,CELLULAR
IPD-SUB-572733,2026-05-25T11:42:33.451178,SUB-000066,savannaholiver,+919730116907,405451522659684,100.118.0.95,65256,106.197.106.169,45813,157.240.23.174,443,TCP,81056815,586555566,Airtel,CELLULAR
IPD-SUB-781116,2026-05-25T11:57:29.451178,SUB-000075,robertbaker,+917142018505,405185816675843,100.92.114.232,53932,27.57.131.148,25346,172.217.16.142,443,TCP,104172983,1508476015,Vodafone Idea,CELLULAR
IPD-SUB-131297,2026-05-25T11:47:46.451178,SUB-000094,melissarogers,+916137784956,405450625972518,100.88.137.86,59822,106.195.191.155,2738,142.250.190.46,443,TCP,61491711,720245024,Airtel,CELLULAR
IPD-SUB-916696,2026-05-25T11:52:27.451178,SUB-000038,michelle88,+916656933137,405840779302639,100.121.196.67,58306,49.46.20.177,26377,23.212.248.60,443,TCP,99141316,1844427733,Jio,CELLULAR
IPD-SUB-464240,2026-05-25T11:48:24.451178,SUB-000090,swalls,+918785362517,405840139663768,100.85.15.111,57057,49.39.154.3,37540,157.240.13.35,443,TCP,68822046,503774630,Jio,CELLULAR
IPD-SUB-254809,2026-05-25T11:53:57.451178,SUB-000079,steinfrank,+918140232785,405185023088106,100.117.225.227,59213,27.56.246.216,23778,157.240.23.174,443,TCP,27255485,169294628,Vodafone Idea,CELLULAR
IPD-SUB-540999,2026-05-25T11:48:48.451178,SUB-000071,smiththomas,+919528192376,405840195779499,100.75.24.71,62983,49.41.53.236,22427,142.250.190.46,443,TCP,1882113,56887843,Jio,CELLULAR
IPD-SUB-852671,2026-05-25T11:48:45.451178,SUB-000062,jacquelineshaw,+917552240168,405450791993506,100.78.82.253,53361,223.182.28.176,35036,157.240.23.174,443,TCP,87214386,386910933,Airtel,CELLULAR
IPD-SUB-580303,2026-05-25T11:55:15.451178,SUB-000100,hollymartinez,+918179913308,405182613830461,100.88.116.64,64385,150.129.70.224,5873,157.240.13.35,443,TCP,10010527,73942265,Vodafone Idea,CELLULAR
IPD-SUB-358816,2026-05-25T12:14:53.451178,SUB-000025,ddawson,+919055580641,405840833430840,100.96.93.58,58512,49.43.238.72,19779,142.250.190.46,443,TCP,9551401,165083991,Jio,CELLULAR
IPD-SUB-772089,2026-05-25T12:03:32.451178,SUB-000046,mahoneyfrank,+918221902139,405184831884554,100.88.148.61,56628,27.56.4.83,23857,172.217.16.142,443,TCP,25072154,718693722,Vodafone Idea,CELLULAR
IPD-SUB-729984,2026-05-25T12:08:19.451178,SUB-000053,howardmichelle,+917590996624,405840601102642,100.123.84.197,55913,49.45.231.226,44902,31.13.88.49,443,TCP,2343954,14699827,Jio,CELLULAR
